,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
2557,0.344,0.769,5,-9.112,0,0.0606,0.261,0.000122,0.335,0.923,126.318,7
2558,0.784,0.708,2,-9.141,1,0.11,0.457,7.5e-05,0.0913,0.748,120.11,2
2559,0.822,0.355,3,-12.444,1,0.0564,0.324,0.014,0.102,0.873,138.068,2
2560,0.816,0.514,10,-8.741,1,0.0339,0.767,0.949,0.0899,0.912,136.837,0
2561,0.699,0.604,9,-13.404,0,0.0359,0.0185,0.073,0.0868,0.96,114.226,7
2562,0.748,0.603,1,-12.044,1,0.043,0.15,0.000261,0.0269,0.827,108.831,2
2563,0.61,0.653,5,-9.956,0,0.0291,0.0287,0.0,0.135,0.833,133.403,7
2564,0.739,0.882,11,-11.946,0,0.0539,0.109,0.684,0.0185,0.941,98.424,0
2565,0.73,0.622,7,-11.7,0,0.0532,0.269,0.00874,0.111,0.752,90.973,7
2566,0.778,0.524,9,-11.775,0,0.0424,0.0808,0.9,0.108,0.96,134.561,0
2567,0.763,0.621,2,-9.908,1,0.0374,0.655,0.0,0.158,0.825,103.309,2
2568,0.674,0.552,7,-9.408,1,0.032,0.685,2.63e-05,0.102,0.963,122.753,8
2569,0.594,0.906,1,-5.536,1,0.0594,0.169,0.00122,0.0778,0.892,104.411,2
2570,0.663,0.815,5,-8.059,1,0.0332,0.35,0.0,0.128,0.952,132.186,8
2571,0.557,0.578,2,-9.423,1,0.0395,0.0121,0.000488,0.121,0.292,126.019,2
2572,0.819,0.605,2,-13.83,0,0.132,0.669,0.0163,0.199,0.797,108.892,7
2573,0.846,0.595,0,-8.372,1,0.0439,0.0904,1.96e-06,0.063,0.78,101.632,2
2574,0.799,0.418,1,-15.585,1,0.204,0.17,0.0024,0.158,0.892,130.366,2
2575,0.864,0.346,4,-12.918,1,0.0365,0.277,0.00521,0.0514,0.964,105.164,2
2576,0.789,0.602,7,-10.192,0,0.198,0.3,0.00549,0.0737,0.804,109.923,7
2577,0.704,0.573,0,-10.154,1,0.0298,0.385,0.0,0.0912,0.972,127.04,2
2578,0.476,0.585,11,-14.211,0,0.0478,0.107,1.43e-05,0.149,0.523,110.275,7
2579,0.436,0.791,0,-7.314,0,0.0595,0.114,0.00788,0.0748,0.567,153.166,7
2580,0.719,0.615,0,-13.674,1,0.122,0.0345,0.0492,0.0573,0.961,170.888,2
2581,0.59,0.659,5,-9.669,1,0.0697,0.104,6.56e-06,0.356,0.965,80.201,8
2582,0.607,0.818,2,-9.351,0,0.047,0.11,0.00681,0.0513,0.86,129.342,7
2583,0.736,0.354,1,-14.709,1,0.0475,0.579,0.0103,0.0757,0.62,97.924,1
2584,0.808,0.623,10,-15.805,0,0.0463,0.216,0.000396,0.0782,0.767,104.299,7
2585,0.629,0.543,8,-9.185,1,0.045,0.145,0.0,0.116,0.858,75.519,8
2586,0.588,0.976,1,-4.943,0,0.0615,0.0308,0.000317,0.0928,0.592,101.811,7
2587,0.731,0.312,4,-14.939,0,0.0878,0.593,1.69e-06,0.111,0.578,82.366,1
2588,0.803,0.338,6,-14.029,1,0.0349,0.196,0.038,0.097,0.912,106.841,8
2589,0.934,0.646,11,-5.727,0,0.228,0.0303,0.00614,0.0776,0.832,116.351,6
2590,0.464,0.305,3,-12.435,0,0.0316,0.936,0.0846,0.208,0.282,108.229,1
2591,0.52,0.2,1,-17.353,1,0.0357,0.837,0.516,0.12,0.132,81.899,3
2592,0.341,0.57,8,-11.71,1,0.0673,0.581,0.0,0.0966,0.392,89.754,1
2593,0.575,0.187,0,-13.081,0,0.0513,0.927,0.876,0.166,0.342,107.469,3
2594,0.461,0.0546,0,-18.982,1,0.0362,0.988,0.208,0.126,0.23,128.91,1
2595,0.639,0.269,8,-11.435,1,0.0698,0.982,0.12,0.141,0.539,124.866,1
2596,0.593,0.103,10,-14.961,1,0.081,0.986,0.6,0.12,0.443,66.283,3
2597,0.203,0.0186,9,-24.277,0,0.0408,0.985,0.377,0.0728,0.0481,76.591,3
2598,0.496,0.634,5,-10.328,0,0.0364,0.779,0.402,0.0746,0.606,93.357,1
2599,0.478,0.0294,0,-25.319,1,0.0453,0.993,0.948,0.105,0.148,124.308,3
2600,0.483,0.186,7,-21.824,0,0.0409,0.939,0.873,0.115,0.498,150.87,3
2601,0.573,0.247,5,-19.282,0,0.0627,0.713,5.64e-05,0.103,0.604,138.234,1
2602,0.425,0.0429,1,-24.86,1,0.0408,0.951,0.0184,0.148,0.255,96.097,1
2603,0.462,0.15,8,-13.531,1,0.0522,0.984,0.000902,0.105,0.19,98.66,1
2604,0.147,0.215,3,-14.594,0,0.0346,0.965,0.000928,0.184,0.102,171.46,1
2605,0.652,0.171,7,-16.1,1,0.0569,0.99,0.864,0.158,0.562,118.883,3
2606,0.503,0.344,1,-19.024,1,0.0369,0.673,0.381,0.096,0.468,108.489,1
2607,0.395,0.121,9,-23.427,1,0.0327,0.935,0.397,0.697,0.139,114.521,3
2608,0.626,0.152,5,-14.182,0,0.0405,0.934,6.05e-05,0.12,0.545,82.174,1
2609,0.477,0.733,8,-8.301,1,0.0682,0.732,0.0756,0.153,0.385,120.42,1
2610,0.496,0.127,0,-14.211,1,0.0382,0.927,7.07e-05,0.132,0.211,74.746,1
2611,0.456,0.205,11,-19.74,0,0.0452,0.952,0.889,0.101,0.31,111.5,3
2612,0.443,0.104,0,-17.042,1,0.101,0.913,0.0,0.191,0.394,76.497,1
2613,0.224,0.214,2,-14.455,0,0.0348,0.976,0.00094,0.367,0.14,83.906,1
2614,0.662,0.331,0,-12.712,1,0.0581,0.532,0.000125,0.253,0.408,120.228,1
2615,0.611,0.291,2,-18.392,1,0.0647,0.765,0.000133,0.0571,0.534,83.443,1
2616,0.561,0.346,0,-12.596,0,0.0409,0.873,0.399,0.104,0.697,93.689,1
2617,0.373,0.302,1,-20.358,0,0.0376,0.818,0.835,0.171,0.35,86.925,3
2618,0.308,0.114,5,-20.291,1,0.0399,0.912,0.919,0.169,0.163,79.261,3
2619,0.476,0.251,9,-13.854,0,0.0278,0.769,0.774,0.0637,0.37,98.833,3
2620,0.655,0.31,0,-13.4,1,0.0866,0.573,0.0,0.119,0.665,121.999,1
2621,0.5,0.284,0,-15.59,1,0.0404,0.272,0.0432,0.12,0.576,93.724,1
2622,0.565,0.222,5,-19.933,0,0.0646,0.799,0.000213,0.0934,0.689,99.198,1
2623,0.356,0.324,7,-8.699,0,0.0289,0.704,0.0025,0.204,0.438,88.861,1
2624,0.642,0.645,10,-11.351,1,0.0355,0.16,0.0462,0.0889,0.963,95.105,8
2625,0.605,0.376,5,-14.978,1,0.0322,0.253,0.207,0.117,0.948,131.927,8
2626,0.435,0.499,9,-8.576,0,0.0317,0.768,0.107,0.131,0.683,121.924,1
2627,0.417,0.0644,4,-19.687,0,0.0359,0.971,0.000134,0.126,0.138,113.713,1
2628,0.601,0.314,5,-16.922,0,0.0353,0.526,0.878,0.0937,0.316,135.712,0
2629,0.641,0.14,8,-16.79,1,0.039,0.867,0.00166,0.105,0.388,129.318,1
2630,0.398,0.527,4,-16.591,0,0.0297,0.713,0.934,0.119,0.353,118.504,3
2631,0.558,0.231,5,-11.436,0,0.0812,0.805,0.0,0.142,0.403,73.103,1
2632,0.47,0.144,10,-12.824,1,0.0365,0.912,0.000118,0.0965,0.243,84.787,1
2633,0.588,0.0387,0,-17.944,0,0.06,0.978,0.823,0.116,0.342,83.4,3
2634,0.615,0.145,7,-14.283,1,0.0422,0.748,0.0,0.0292,0.505,102.633,1
2635,0.594,0.115,8,-14.916,1,0.044,0.99,0.853,0.107,0.456,126.902,3
2636,0.394,0.441,8,-14.237,1,0.0371,0.692,0.0375,0.105,0.629,90.058,1
2637,0.504,0.0644,2,-14.754,0,0.0408,0.972,4.36e-06,0.174,0.403,106.994,1
2638,0.542,0.32,8,-9.975,1,0.0387,0.907,0.649,0.0609,0.206,116.648,1
2639,0.488,0.124,3,-13.038,1,0.0404,0.963,0.333,0.246,0.205,66.105,1
2640,0.651,0.143,5,-22.617,1,0.0531,0.752,0.421,0.138,0.601,78.792,1
2641,0.517,0.273,10,-17.279,0,0.0627,0.866,0.774,0.979,0.321,63.423,5
2642,0.262,0.356,0,-8.031,0,0.0303,0.613,0.0,0.175,0.426,174.176,4
2643,0.492,0.205,9,-8.488,0,0.0577,0.983,0.893,0.122,0.109,128.315,3
2644,0.597,0.128,9,-16.656,0,0.0491,0.959,0.000704,0.123,0.34,128.393,1
2645,0.413,0.0552,8,-18.538,1,0.0346,0.977,0.00091,0.185,0.106,107.842,1
2646,0.421,0.08,7,-21.795,1,0.04,0.903,0.859,0.135,0.0546,122.044,3
2647,0.406,0.208,1,-13.767,0,0.0413,0.962,0.929,0.181,0.291,102.778,3
2648,0.468,0.391,2,-13.196,0,0.0269,0.658,0.0617,0.111,0.342,142.413,1
2649,0.761,0.103,10,-16.964,1,0.0416,0.944,0.0,0.127,0.53,114.044,1
2650,0.634,0.327,0,-9.703,0,0.0551,0.709,0.0131,0.158,0.498,80.825,1
2651,0.487,0.535,8,-8.47,0,0.0305,0.73,0.00414,0.0903,0.591,144.548,7
2652,0.539,0.0678,0,-18.039,1,0.0468,0.967,0.168,0.114,0.263,124.105,1
2653,0.438,0.182,2,-15.209,0,0.0338,0.983,0.841,0.119,0.0639,65.535,3
2654,0.421,0.0162,2,-25.358,0,0.0388,0.808,0.0024,0.0978,0.154,110.479,1
2655,0.465,0.35,3,-12.977,1,0.0403,0.41,0.279,0.135,0.62,93.336,1
2656,0.541,0.607,0,-8.435,1,0.0438,0.727,0.442,0.0997,0.754,104.96,2
2657,0.418,0.227,4,-15.537,0,0.0379,0.912,0.822,0.0956,0.21,103.586,3
2658,0.441,0.321,10,-19.455,1,0.0324,0.856,0.854,0.236,0.594,89.776,3
2659,0.27,0.688,0,-16.305,1,0.0547,0.973,0.884,0.669,0.219,75.845,3
2660,0.511,0.031,3,-19.636,1,0.0388,0.939,0.898,0.139,0.179,112.911,3
2661,0.372,0.187,0,-13.497,0,0.0323,0.942,0.139,0.161,0.217,70.334,1
2662,0.704,0.277,0,-11.675,1,0.035,0.814,0.756,0.0845,0.322,90.38,1
2663,0.163,0.14,4,-19.712,0,0.0373,0.428,0.955,0.0999,0.18,169.381,3
2664,0.392,0.168,10,-22.249,1,0.0442,0.637,0.358,0.198,0.292,123.419,3
2665,0.556,0.0352,7,-20.86,0,0.0419,0.942,0.167,0.082,0.196,110.646,1
2666,0.277,0.242,4,-18.442,1,0.0342,0.694,0.464,0.113,0.285,175.384,3
2667,0.531,0.366,5,-11.697,0,0.0496,0.911,0.88,0.0916,0.785,81.867,0
2668,0.623,0.403,5,-11.121,0,0.0426,0.451,1.13e-05,0.448,0.631,93.911,7
2669,0.546,0.322,0,-19.111,1,0.037,0.662,0.0299,0.76,0.488,96.07,5
2670,0.319,0.157,0,-19.728,0,0.0368,0.987,0.849,0.138,0.266,191.259,3
2671,0.438,0.00756,0,-26.44,0,0.0382,0.941,0.00643,0.109,0.277,133.32,1
2672,0.585,0.375,2,-12.171,0,0.0504,0.78,0.00365,0.0806,0.665,72.59,1
2673,0.478,0.238,4,-17.115,0,0.0318,0.946,0.904,0.0978,0.178,126.188,3
2674,0.438,0.0172,9,-23.66,1,0.0384,0.973,0.557,0.0815,0.136,100.989,3
2675,0.488,0.0527,5,-27.331,1,0.0478,0.971,0.911,0.0882,0.193,49.689,3
2676,0.549,0.124,0,-13.793,0,0.0397,0.938,0.00175,0.126,0.32,66.184,1
2677,0.652,0.356,5,-13.733,0,0.0419,0.546,0.000103,0.132,0.56,148.822,7
2678,0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439,1
2679,0.572,0.207,3,-17.262,1,0.0336,0.905,0.845,0.112,0.624,100.675,3
2680,0.616,0.434,5,-7.257,0,0.031,0.581,0.0,0.131,0.404,108.467,1
2681,0.67,0.365,0,-10.158,1,0.0564,0.525,0.0,0.0575,0.45,119.344,1
2682,0.349,0.182,5,-13.507,1,0.031,0.92,0.0152,0.143,0.178,136.094,1
2683,0.358,0.452,1,-13.02,1,0.0347,0.991,0.864,0.14,0.525,166.973,3
2684,0.522,0.379,4,-14.096,0,0.0286,0.635,0.925,0.114,0.454,133.698,0
2685,0.371,0.0823,3,-20.45,1,0.0352,0.963,0.49,0.0838,0.0789,106.146,3
2686,0.506,0.493,8,-7.759,1,0.0427,0.798,0.00355,0.307,0.584,134.77,1
2687,0.803,0.335,8,-13.331,1,0.0451,0.579,0.0128,0.0849,0.786,132.682,8
2688,0.578,0.351,11,-12.432,0,0.101,0.813,0.0,0.123,0.476,122.712,1
2689,0.564,0.305,10,-14.224,0,0.063,0.794,0.0983,0.152,0.571,115.739,1
2690,0.427,0.114,2,-22.546,0,0.0509,0.843,0.863,0.0966,0.114,60.484,3
2691,0.543,0.133,7,-16.846,0,0.1,0.805,0.00135,0.125,0.464,171.493,1
2692,0.515,0.583,0,-8.182,0,0.0284,0.749,0.000294,0.123,0.414,116.11,1
2693,0.553,0.546,9,-7.459,0,0.0341,0.439,0.000557,0.167,0.7,118.214,7
2694,0.215,0.247,9,-15.11,0,0.0354,0.822,7.5e-05,0.355,0.0842,86.391,1
2695,0.654,0.334,8,-12.662,1,0.0521,0.702,0.714,0.114,0.697,81.544,1
2696,0.746,0.243,4,-15.134,0,0.123,0.829,1.02e-06,0.0905,0.425,118.578,1
2697,0.203,0.306,10,-12.366,0,0.0344,0.952,0.000307,0.281,0.0625,76.905,1
2698,0.378,0.232,0,-18.05,1,0.0303,0.87,0.948,0.1,0.155,148.531,3
2699,0.394,0.23,3,-10.475,1,0.0348,0.931,0.497,0.0662,0.358,78.319,1
2700,0.355,0.0304,1,-20.479,1,0.0361,0.989,0.0555,0.116,0.188,90.495,1
2701,0.336,0.0619,5,-20.494,0,0.0363,0.985,0.891,0.11,0.197,60.705,3
2702,0.446,0.191,10,-15.854,1,0.0385,0.925,0.574,0.3,0.291,137.046,3
2703,0.444,0.339,3,-16.936,1,0.0418,0.66,0.103,0.163,0.656,142.112,1
2704,0.532,0.151,0,-17.266,1,0.0376,0.706,0.00136,0.116,0.211,136.759,1
2705,0.612,0.493,5,-8.589,0,0.0467,0.804,0.266,0.202,0.484,126.358,1
2706,0.387,0.117,0,-17.803,1,0.0299,0.925,0.000171,0.109,0.166,93.575,1
2707,0.629,0.283,0,-17.384,0,0.0436,0.816,0.000437,0.192,0.862,104.739,1
2708,0.581,0.163,0,-16.612,0,0.0547,0.926,0.861,0.116,0.448,88.101,3
2709,0.544,0.425,10,-10.231,1,0.0346,0.719,0.0186,0.964,0.348,84.443,5
2710,0.34,0.0837,3,-12.072,1,0.042,0.985,0.761,0.0945,0.119,138.689,3
2711,0.419,0.296,6,-14.721,1,0.0308,0.914,0.927,0.193,0.121,111.452,3
2712,0.481,0.225,5,-12.407,0,0.05,0.881,0.000187,0.148,0.307,64.555,1
2713,0.494,0.182,10,-11.116,0,0.0443,0.79,0.00036,0.129,0.21,112.689,1
2714,0.428,0.0768,0,-17.412,0,0.0413,0.774,0.0487,0.123,0.112,107.712,1
2715,0.703,0.187,5,-16.273,0,0.0676,0.815,0.000492,0.225,0.656,126.164,1
2716,0.742,0.671,5,-8.142,0,0.0407,0.794,0.00441,0.122,0.591,127.359,7
2717,0.71,0.318,0,-8.948,0,0.0432,0.867,0.00038,0.169,0.58,126.05,1
2718,0.423,0.0418,10,-17.75,1,0.0323,0.953,0.0,0.125,0.137,105.901,1
2719,0.465,0.263,9,-18.128,1,0.0287,0.877,0.28,0.0984,0.127,112.668,1
2720,0.629,0.278,8,-12.229,1,0.0329,0.662,0.000229,0.106,0.503,128.453,1
2721,0.376,0.278,0,-8.597,0,0.0416,0.912,0.886,0.0728,0.199,62.055,3
2722,0.583,0.461,5,-9.58,0,0.0482,0.668,0.17,0.162,0.516,131.878,1
2723,0.412,0.195,8,-10.288,1,0.0331,0.9,0.709,0.106,0.0778,133.918,3
2724,0.53,0.143,8,-17.471,1,0.0423,0.958,0.497,0.278,0.119,125.464,3
2725,0.558,0.0891,2,-17.633,0,0.0643,0.946,0.924,0.0966,0.13,100.523,3
2726,0.529,0.0367,0,-21.63,1,0.0515,0.99,0.31,0.127,0.214,140.296,3
2727,0.313,0.0437,6,-22.627,1,0.0315,0.989,0.148,0.209,0.0625,100.827,3
2728,0.37,0.586,5,-13.468,0,0.0581,0.485,1.96e-06,0.348,0.519,121.573,1
2729,0.416,0.201,8,-11.461,1,0.0379,0.975,0.803,0.107,0.372,165.869,3
2730,0.673,0.377,0,-14.141,1,0.0697,0.586,0.0,0.332,0.713,88.973,1
2731,0.443,0.0711,1,-20.146,1,0.0486,0.989,0.894,0.101,0.596,175.02,3
2732,0.653,0.368,10,-11.567,0,0.0439,0.875,0.00305,0.0972,0.249,117.161,1
2733,0.621,0.0335,2,-21.479,0,0.0395,0.555,0.93,0.218,0.126,104.036,3
2734,0.454,0.26,8,-13.193,0,0.0401,0.539,0.00078,0.0675,0.598,174.322,4
2735,0.564,0.097,5,-16.442,1,0.038,0.958,0.0588,0.119,0.393,132.653,1
2736,0.365,0.136,0,-12.42,1,0.0436,0.921,0.0,0.103,0.255,64.212,1
2737,0.476,0.273,7,-17.457,0,0.0334,0.89,0.9,0.0978,0.164,117.779,3
2738,0.559,0.479,11,-18.152,0,0.0429,0.678,0.861,0.215,0.485,99.782,0
2739,0.665,0.359,1,-8.887,1,0.0326,0.801,0.106,0.145,0.4,111.639,1
2740,0.751,0.893,9,-5.348,0,0.132,0.183,0.0,0.216,0.858,129.999,7
2741,0.491,0.853,2,-5.419,1,0.041,0.00587,2.38e-06,0.0875,0.74,138.8,2
2742,0.699,0.917,0,-4.897,1,0.115,0.078,0.0,0.065,0.889,130.04,2
2743,0.756,0.802,5,-5.149,1,0.032,0.218,0.000817,0.0466,0.967,118.935,8
2744,0.81,0.962,0,-4.652,1,0.0424,0.151,0.0,0.0624,0.706,130.087,2
2745,0.844,0.803,0,-7.423,1,0.0447,0.188,0.0,0.425,0.961,100.007,2
2746,0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902,8
2747,0.786,0.876,1,-4.899,1,0.0362,0.0114,0.000784,0.0796,0.966,103.983,2
2748,0.645,0.798,1,-8.239,0,0.0906,0.0124,1.1e-05,0.0223,0.649,97.747,7
2749,0.702,0.875,7,-3.588,1,0.0283,0.014,0.0,0.0872,0.905,103.003,8
2750,0.925,0.604,10,-8.324,0,0.0642,0.217,0.000483,0.0991,0.848,125.005,7
2751,0.723,0.876,8,-7.778,0,0.053,0.178,0.0,0.0883,0.96,103.193,7
2752,0.82,0.937,5,-4.81,0,0.0551,0.135,0.000128,0.35,0.906,130.993,7
2753,0.751,0.73,6,-4.398,0,0.0312,0.0868,0.0,0.0757,0.968,97.014,7
2754,0.694,0.936,6,-7.846,0,0.0301,0.0914,0.129,0.393,0.924,133.831,7
2755,0.655,0.97,2,-4.674,1,0.0507,0.00431,0.543,0.35,0.973,132.979,0
2756,0.811,0.935,11,-4.595,0,0.0407,0.0134,0.411,0.0244,0.968,138.479,7
2757,0.787,0.728,0,-7.705,1,0.218,0.0124,0.0,0.157,0.94,173.026,6
2758,0.658,0.714,11,-9.247,1,0.0519,0.0294,5.7e-05,0.651,0.806,117.283,5
2759,0.722,0.886,7,-7.417,0,0.0611,0.0732,1.55e-05,0.969,0.968,101.199,5
2760,0.721,0.904,5,-3.009,0,0.0447,0.0123,0.0,0.136,0.73,125.019,7
2761,0.604,0.927,6,-5.32,1,0.341,0.137,0.0,0.747,0.9,104.062,6
2762,0.541,0.914,2,-6.727,1,0.052,0.0225,0.000441,0.353,0.449,136.282,2
2763,0.718,0.852,1,-3.984,1,0.0618,0.155,0.000142,0.0535,0.557,128.02,2
2764,0.832,0.838,1,-5.414,0,0.0421,0.0791,0.0,0.152,0.965,100.019,7
2765,0.83,0.886,7,-5.766,1,0.11,0.0265,0.000205,0.28,0.906,135.026,8
2766,0.756,0.656,9,-14.853,0,0.0338,0.21,0.218,0.0889,0.876,124.364,7
2767,0.614,0.784,5,-7.941,0,0.396,0.103,0.0,0.325,0.895,174.235,6
2768,0.916,0.72,0,-8.548,1,0.1,0.36,0.00016,0.0958,0.76,103.312,2
2769,0.421,0.822,2,-4.415,1,0.0542,0.0132,0.0,0.092,0.751,171.935,4
2770,0.591,0.732,0,-10.987,1,0.183,0.315,0.000116,0.28,0.781,127.619,2
2771,0.761,0.868,5,-6.061,0,0.0667,0.0245,1.12e-06,0.11,0.963,100.037,7
2772,0.606,0.899,7,-6.412,0,0.0758,0.333,0.000102,0.0754,0.66,116.735,7
2773,0.766,0.873,11,-6.381,0,0.143,0.00627,0.0,0.0764,0.743,126.988,7
2774,0.506,0.764,0,-12.239,1,0.046,0.144,0.00025,0.247,0.868,156.336,2
2775,0.667,0.999,1,-4.375,0,0.0828,0.0726,4.16e-05,0.238,0.566,149.875,7
2776,0.63,0.879,9,-4.517,0,0.039,0.0474,0.0041,0.142,0.587,99.891,7
2777,0.516,0.776,6,-6.409,1,0.0412,0.399,0.00128,0.21,0.859,177.399,4
2778,0.672,0.817,11,-12.107,0,0.0571,0.415,0.000231,0.0715,0.939,119.572,7
2779,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,7
2780,0.425,0.954,1,-3.756,0,0.0476,0.00414,0.0,0.0555,0.933,178.043,7
2781,0.591,0.824,0,-5.932,1,0.0528,0.00122,0.746,0.196,0.965,137.015,0
2782,0.704,0.75,8,-6.885,1,0.0452,0.114,0.00685,0.065,0.932,167.802,8
2783,0.785,0.931,8,-4.813,1,0.0465,0.0148,0.637,0.0459,0.969,135.986,0
2784,0.708,0.832,1,-4.736,0,0.0362,0.392,1.33e-06,0.0561,0.968,99.953,7
2785,0.604,0.921,11,-6.835,0,0.0385,0.00145,0.00107,0.0357,0.96,126.05,7
2786,0.796,0.97,1,-5.193,0,0.0371,0.00739,0.195,0.666,0.961,130.002,5
2787,0.791,0.805,2,-10.202,1,0.0464,0.16,0.0583,0.0563,0.882,122.219,2
2788,0.857,0.468,1,-8.53,1,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,2
2789,0.67,0.516,10,-9.598,1,0.366,0.0673,0.0,0.0674,0.939,154.186,6
2790,0.46,0.962,0,-6.447,1,0.112,0.0084,0.00199,0.186,0.532,140.047,2
2791,0.602,0.853,0,-10.032,1,0.0358,0.0498,1.3e-06,0.0916,0.804,95.538,2
2792,0.77,0.897,11,-8.852,0,0.0711,0.0848,0.00042,0.11,0.841,129.105,7
2793,0.802,0.877,4,-4.01,0,0.063,0.147,7.76e-06,0.103,0.848,112.042,7
2794,0.581,0.953,1,-5.004,1,0.122,0.00878,0.000502,0.111,0.878,184.808,4
2795,0.763,0.777,5,-6.932,0,0.0364,0.281,0.79,0.134,0.929,124.431,0
2796,0.761,0.726,2,-13.645,1,0.0568,0.229,0.157,0.248,0.819,102.095,2
2797,0.837,0.407,7,-12.416,0,0.0563,0.435,0.000487,0.174,0.922,105.013,7
2798,0.657,0.913,1,-7.108,0,0.0313,0.000236,0.0,0.862,0.827,134.774,5
2799,0.658,0.741,11,-6.81,0,0.0816,0.626,0.361,0.216,0.909,175.978,7
2800,0.854,0.796,11,-5.567,0,0.0399,0.0542,0.00184,0.151,0.946,115.625,7
2801,0.79,0.699,9,-9.999,0,0.057,0.146,0.000329,0.281,0.839,132.707,7
2802,0.862,0.479,7,-9.199,1,0.0646,0.0522,0.00126,0.589,0.925,109.878,5
2803,0.867,0.517,11,-13.222,0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,7
2804,0.853,0.789,0,-6.504,1,0.0554,0.345,3.24e-06,0.071,0.768,96.021,2
2805,0.636,0.866,4,-8.907,1,0.0527,0.647,1.3e-05,0.317,0.902,116.097,2
2806,0.715,0.97,0,-2.206,1,0.0648,0.0644,0.000156,0.205,0.963,79.504,2
2807,0.845,0.773,8,-7.187,1,0.051,0.0624,0.168,0.107,0.961,121.959,8
2808,0.713,0.866,2,-4.226,0,0.0483,0.564,0.0518,0.0962,0.61,128.98,7
2809,0.844,0.861,5,-6.445,0,0.0377,0.0185,0.0585,0.0389,0.606,128.537,7
2810,0.754,0.758,1,-4.017,1,0.0341,0.208,0.0,0.147,0.748,119.95,2
2811,0.499,0.935,9,-6.667,1,0.0352,0.00396,0.00845,0.128,0.109,167.847,4
2812,0.707,0.923,7,-3.409,1,0.0276,0.0195,0.0,0.342,0.845,108.023,8
2813,0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871,7
2814,0.829,0.907,10,-7.069,0,0.0878,0.0247,2.55e-06,0.164,0.914,109.996,7
2815,0.698,0.965,9,-4.44,1,0.0486,0.101,0.0,0.36,0.874,131.009,8
2816,0.714,0.868,5,-4.596,0,0.0363,0.0551,0.0,0.0987,0.78,95.05,7
2817,0.7,0.54,11,-11.621,1,0.123,0.00855,0.000164,0.0967,0.854,187.547,4
2818,0.665,0.776,7,-5.72,1,0.0527,0.0637,0.0,0.0903,0.937,96.93,8
2819,0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,8
2820,0.913,0.793,8,-6.284,0,0.0527,0.000382,0.361,0.217,0.741,132.035,7
2821,0.69,0.805,5,-11.522,0,0.0336,0.000232,0.739,0.095,0.799,127.808,0
2822,0.723,0.733,1,-5.493,1,0.0391,0.119,4.72e-05,0.0934,0.726,104.811,2
2823,0.654,0.581,5,-6.977,1,0.0282,0.222,0.0,0.0832,0.964,118.799,8
2824,0.658,0.913,8,-5.969,0,0.0859,0.0387,2.24e-05,0.446,0.751,126.644,7
2825,0.642,0.853,4,-6.523,1,0.0284,0.0317,0.000179,0.165,0.96,140.818,2
2826,0.676,0.824,0,-5.752,1,0.0449,0.0271,0.0152,0.363,0.696,122.221,2
2827,0.784,0.675,0,-7.718,1,0.049,0.261,1.4e-06,0.293,0.854,124.908,2
2828,0.826,0.49,9,-10.477,1,0.0676,0.00916,4.41e-06,0.0415,0.627,74.126,8
2829,0.637,0.967,7,-8.091,1,0.0632,0.00415,0.31,0.106,0.717,124.964,8
2830,0.809,0.883,8,-2.965,1,0.0689,0.238,0.00234,0.0625,0.918,124.096,8
2831,0.614,0.979,6,-8.045,1,0.0319,0.0745,0.000471,0.147,0.78,131.983,8
2832,0.853,0.697,0,-7.41,1,0.0373,0.282,4.42e-05,0.121,0.96,109.419,2
2833,0.854,0.871,5,-5.771,0,0.0528,0.0138,0.000725,0.116,0.709,122.963,7
2834,0.414,0.528,1,-7.733,1,0.0343,0.0495,0.00026,0.117,0.335,74.627,2
2835,0.655,0.822,8,-5.755,1,0.211,0.14,0.0,0.298,0.859,171.983,6
2836,0.701,0.884,5,-5.9,0,0.0413,0.0735,0.0,0.0842,0.748,104.914,7
2837,0.724,0.877,10,-8.157,0,0.0489,0.0372,0.0113,0.165,0.908,116.908,7
2838,0.701,0.979,7,-4.861,0,0.048,0.00328,0.308,0.416,0.612,134.013,7
2839,0.647,0.868,0,-6.427,0,0.106,0.088,0.124,0.129,0.804,121.82,7
2840,0.745,0.869,6,-6.913,0,0.0369,0.0233,0.00187,0.134,0.87,126.989,7
2841,0.627,0.768,6,-7.775,1,0.0625,0.468,0.0,0.126,0.802,100.071,8
2842,0.693,0.97,9,-3.725,1,0.0522,0.00987,0.00143,0.101,0.657,104.892,8
2843,0.763,0.756,8,-3.926,1,0.0685,0.00595,0.000247,0.173,0.38,92.004,8
2844,0.775,0.722,7,-13.042,1,0.0905,0.44,0.0,0.0862,0.89,119.393,8
2845,0.643,0.614,2,-12.878,1,0.0279,0.25,7.17e-06,0.214,0.891,93.982,2
